0.5,-0.01256637,0
0.5031416,-0.006283185,145
0.506283,-0.006283185,331
0.5094242,-0.006283185,351
0.5125651,0.0,397
0.5157054,0.006283185,481
0.5188451,0.006283185,263
0.5219841,0.1382301,234
0.5251222,0.2199115,234
0.5282593,0.5906195,246
0.5313952,0.71,227
0.5345301,0.9047787,230
0.5376634,1.036726,230
0.5407953,1.231504,240
0.5439256,1.99177,207
0.5470542,2.28708,206
0.5501809,2.167699,208
0.5533056,2.236814,213
0.5564282,2.255664,217
0.5595486,2.38761,211
0.5626666,2.632655,193
0.5657822,2.689203,208
0.5688951,2.758318,193
0.5720054,2.814867,209
0.5751128,2.858849,222
0.5782173,3.015929,208
0.5813186,3.059911,216
0.5844168,3.141593,207
0.5875115,3.185575,195
0.5906029,3.644248,190
0.5936906,3.776194,194
0.5967748,3.845309,192
0.599855,4.065221,197
0.6029313,4.134336,198
0.6060036,4.819203,192
0.6090716,5.051681,175
0.6121354,5.095664,180
0.6151947,5.566902,191
0.6182495,6.000442,182
0.6212996,6.044425,159
0.6243449,6.126106,181
0.6273854,6.082123,191
0.6304208,6.088407,179
0.633451,6.044425,192
0.636476,5.93761,166
0.6394956,5.755398,179
0.6425097,5.673717,176
0.6455181,5.667433,182
0.6485208,5.673717,170
0.6515176,5.767964,183
0.6545085,5.749115,181
0.6574932,5.767964,181
0.6604718,5.786814,169
0.663444,5.793097,163
0.6664098,5.962743,157
0.669369,6.396283,161
0.6723214,6.402566,157
0.6752672,6.597345,157
0.678206,6.779557,142
0.6811377,6.823539,145
0.6840622,6.980619,148
0.6869796,7.037168,164
0.6898895,7.571239,144
0.692792,7.65292,144
0.6956868,8.237256,128
0.698574,8.394336,127
0.7014532,8.425752,133
0.7043245,8.457168,129
0.7071877,8.928407,128
0.7100429,9.060353,128
0.7128897,9.154601,137
0.715728,9.261415,129
0.7185579,9.380795,141
0.7213792,9.475043,132
0.7241916,9.795486,129
0.7269952,9.889734,138
0.72979,10.10965,151
0.7325755,10.27929,149
0.735352,10.39867,149
0.7381191,10.51805,148
0.7408769,10.7631,139
0.7436251,12.10142,144
0.7463636,12.81141,137
0.7490926,13.23239,131
0.7518116,13.18841,145
0.7545207,13.21982,142
0.7572198,13.32664,132
0.7599087,13.42088,140
0.7625873,13.3769,148
0.7652555,13.37062,146
0.7679134,13.35177,144
0.7705606,13.40832,143
0.7731972,13.43973,146
0.7758229,13.42088,145
0.7784379,13.49,144
0.7810417,13.53398,148
0.7836344,13.55283,133
0.7862161,13.59681,153
0.7887864,13.61566,151
0.7913452,13.84814,146
0.7938926,13.95496,139
0.7964284,14.07434,146
0.7989525,14.14345,143
0.8014648,14.22513,144
0.8039652,14.21885,144
0.8064535,14.36336,159
0.8089298,14.38221,149
0.8113938,14.38849,150
0.8138457,14.40734,161
0.816285,14.50159,150
0.818712,14.62097,151
0.8211264,14.81575,150
0.823528,14.82203,144
0.8259169,14.96655,149
0.8282928,15.16133,157
0.830656,15.24301,145
0.8330059,15.24929,144
0.8353428,15.31841,145
0.8376664,15.34982,151
0.8399767,15.40637,146
0.8422736,15.48805,151
0.8445569,15.64513,144
0.8468266,15.81478,144
0.8490828,15.98442,148
0.8513249,16.60646,137
0.8535534,16.65044,131
0.8557678,16.73212,141
0.8579682,17.06513,127
0.8601545,17.12168,140
0.8623266,17.50496,135
0.8644843,17.54894,134
0.8666277,17.73115,129
0.8687566,17.88823,135
0.8708709,17.98248,128
0.8729706,18.06416,138
0.8750555,18.12071,146
0.8771256,18.26522,126
0.8791809,18.3469,144
0.8812213,18.40345,138
0.8832465,18.47256,127
0.8852567,18.79301,137
0.8872515,18.88725,125
0.8892311,18.9815,128
0.8911954,19.33965,132
0.8931442,19.68522,128
0.8950775,20.04336,132
0.8969952,20.4769,129
0.8988973,20.58372,131
0.9007834,21.18062,128
0.9026539,21.40053,137
0.9045085,21.59531,156
0.9063471,21.77752,139
0.9081697,22.0477,127
0.9099761,22.17965,130
0.9117662,22.23619,126
0.9135403,22.31787,138
0.915298,22.81425,131
0.9170392,23.32318,128
0.918764,23.37973,131
0.9204722,23.97663,132
0.922164,25.22699,131
0.923839,25.28354,131
0.9254972,25.28982,125
0.9271387,25.32124,133
0.9287633,25.67938,131
0.9303711,25.72336,128
0.9319617,26.37053,128
0.9335354,26.42708,138
0.9350919,26.94858,130
0.9366313,26.99257,134
0.9381534,27.35071,128
0.9396582,27.73398,137
0.9411457,27.82823,134
0.9426156,28.1361,139
0.9440681,28.36858,144
0.9455032,28.42513,130
0.9469208,28.85867,138
0.9483205,28.90265,135
0.9497026,29.77602,134
0.951067,29.99593,135
0.9524136,30.73106,130
0.9537422,31.71752,123
0.9550529,31.78663,128
0.9563457,32.11964,128
0.9576206,32.33955,128
0.9588774,33.09982,143
0.9601159,33.11867,144
0.9613363,33.31345,128
0.9625386,33.35743,128
0.9637226,33.91663,127
0.9648883,34.17424,141
0.9660356,34.24336,128
0.9671645,34.22451,130
0.968275,34.45699,125
0.9693669,34.84026,139
0.9704404,35.02248,128
0.9714952,35.14186,129
0.9725315,35.58796,128
0.9735491,35.66964,126
0.9745481,36.75663,128
0.9755282,37.01424,128
0.9764896,37.0331,136
0.9774323,37.20274,128
0.978356,37.38495,131
0.9792609,37.68026,128
0.9801469,38.35257,127
0.9810139,38.47194,132
0.9818619,38.69186,139
0.9826908,38.81124,131
0.9835007,38.91805,141
0.9842916,38.94947,134
0.9850634,39.06885,131
0.9858159,39.1254,133
0.9865493,39.14425,141
0.9872635,39.13796,144
0.9879584,39.23221,136
0.9886341,39.18823,132
0.9892904,39.55894,132
0.9899275,39.64062,131
0.9905453,39.5338,144
0.9911436,39.16309,135
0.9917226,39.19451,124
0.9922821,39.28876,126
0.9928223,39.15681,139
0.993343,39.15053,132
0.9938441,39.05628,142
